Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Miss Dist.(Astronomical),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Semi Major Axis,Inclination,Orbital Period,Perihelion Distance,Aphelion Dist,Mean Anomaly,Mean Motion,Hazardous
18.8,0.4619074603,1.0328564805,39.6053279147,0.3009631412,0,0.102643,3.242,0.8610933305709985,1.982738584288127,10.02263604097735,1019.756809422007,0.2754156130918373,3.690061555484416,37.51725738061909,0.3530253455272793,0
25.2,0.0242412481,0.0542050786,25.2112885836,0.4959739922,6,0.0119773,6.89,0.4416943551013883,0.8375570081279065,19.76759210755226,279.9754763169043,0.4676128055622026,1.20750121069361,96.60735473164922,1.285826904326849,0
20.0,0.2658,0.5943468684,3.0890039286,0.2388244997,0,0.240288,3.788,0.3775493600967308,1.958154259500409,5.660561156228656,1000.849506520639,1.218854371855342,2.697454147145476,82.35082442826075,0.3596944372301356,0
21.0,0.1677084622,0.3750075218,20.0192419349,0.4780869949,1,0.0984179,6.469,0.4527922930841961,0.907864592986423,8.278695740027688,315.9585012447702,0.4967905021181501,1.318938683854696,36.16756328615697,1.139390136937988,0
22.3,0.0921626549,0.2060819612,8.5263208443,0.4612592433,3,0.0259126,5.372,0.2597323195329087,1.16651991571092,5.035044225594919,460.1894557939667,0.8635369922219897,1.46950283919985,179.6031185576674,0.7822865028032653,0
22.7,0.0766575574,0.1714115092,7.9195240447,0.1072710745,4,0.0525422,6.519,0.1514158524079464,0.9137303163513598,5.860414922890069,319.0255591799234,0.7753770616300362,1.052083571072684,203.9869515937405,1.12843623227369,0
26.1,0.0160160338,0.0358129403,4.6554785934,0.2554883015,5,0.018587,6.36,0.1714328826365063,0.9391389588534732,11.94779476707688,332.4246440437997,0.7781396599409749,1.100138257765971,314.5094251287649,1.082952201198919,0
20.6,0.2016299194,0.4508582062,2.1643728488,0.4228501583,2,0.183818,3.753,0.4074703521368719,1.978471308901617,4.06169556322702,1016.466480875606,1.172302907970777,2.784639709832457,15.11056876015708,0.3541680977909752,0
21.7,0.1214940408,0.2716689341,28.4189542612,0.0485413736,1,0.0128745,6.152,0.8684189074961081,0.9067337425159876,4.035074270183858,315.3683407722336,0.1193090164503963,1.694158468581579,303.9792986106828,1.141522319959188,1
23.9,0.04411182,0.0986370281,10.551519772,0.0197382264,3,0.0109543,4.767,0.3988200079942557,1.35791927755497,3.854342068985657,577.9754044222896,0.8163539004249429,1.899484654684997,54.31490079465933,0.6228638749080249,0
23.9,0.04411182,0.0986370281,17.5649076525,0.4340489593,1,0.0453154,6.298,0.3973810059711997,0.9403258403908948,11.6076647207195,333.0550192934602,0.5666582119956471,1.313993468786142,255.1877435084699,1.080902491016951,0
21.3,0.1460679643,0.3266178974,19.223165458,0.1020481263,4,0.0140066,5.149,0.2494248827236086,1.183993437388868,35.2402424959676,470.5679773704998,0.8886760131226273,1.479310861655108,141.0296511750646,0.7650329332047928,1
26.989,0.0106354281,0.0237815402,7.1641480595,0.2115968709,7,0.0071428,5.874,0.3179061258474021,1.03436766129103,4.008314775490596,384.2473032363464,0.705535845388161,1.363199477193899,92.63701924370052,0.9368966209206364,0
19.3,0.3669061375,0.8204270649,13.5763026447,0.3507449112,0,0.00132059,5.308,0.1902842554038815,1.189560559495507,5.883903317829792,473.8907826636587,0.96320591417408,1.415915204816935,154.0217068187274,0.7596687109559334,1
22.6,0.0802703167,0.1794898848,11.4702980441,0.0517703658,0,0.0341962,5.089,0.4282526106821032,1.234937694057483,5.850410278034516,501.2634017981307,0.7060724025476296,1.763802985567337,178.6926558391438,0.7181852868344447,0
23.8,0.046190746,0.1032856481,11.9306425303,0.0975441157,0,0.052677,7.48,0.3864587856542614,0.7629744336180587,20.83376792025673,243.4240059087946,0.4681162605167759,1.057832606719342,203.652258647551,1.478900976327223,0
28.6,0.0050647146,0.0113250461,9.8741431619,0.1466999837,6,0.00220111,5.349,0.2299595839786057,1.176188921427005,1.990548431564578,465.9228968858448,0.905713006375406,1.446664836478604,157.6102089911095,0.772660031104252,0
21.2,0.1529519353,0.3420109247,15.938707162,0.1729029027,6,0.0667857,4.469,0.4373989530511649,1.442414905197316,24.56842188077443,632.7522951838971,0.8115041357986146,2.073325674596017,317.5623087461238,0.5689430172598158,0
22.8,0.0732073989,0.1636967205,11.7404134833,0.3331832833,6,0.0452308,6.708,0.513906570440738,0.8653553647152513,6.812692898480357,294.0289970235248,0.4206435570219426,1.31006717240856,140.1980046848551,1.224369037218451,0
23.8,0.046190746,0.1032856481,11.9306119236,0.0975437554,0,0.0515902,7.48,0.3864450668773289,0.7629535011587539,20.83340836762825,243.4139883487221,0.468113884379167,1.057793117938341,203.0327732060237,1.478961839630405,0
23.6,0.0506471459,0.1132504611,3.8380167643,0.0864847003,0,0.0231683,5.694,0.1755281002971447,1.085053919527081,1.499707987243189,412.8339519813857,0.8945964663125213,1.27551137274164,343.2780837648182,0.8720213012330731,0
19.8,0.2914439045,0.6516883822,14.6506071817,0.49345027,0,0.00864628,5.679,0.6596701710312648,1.039069958449247,1.660280612530236,386.8704956796536,0.3536265012455829,1.72451341565291,339.0708464948791,0.9305439520983694,1
21.7,0.1214940408,0.2716689341,7.5148753568,0.4991803786,0,0.072723,4.988,0.1806949354384842,1.298712853884236,2.883848267500705,540.5901587784003,1.064042018598494,1.533383689169977,282.4479213473536,0.6659388709803942,0
20.1,0.2538370294,0.5675968529,14.3828211868,0.4209661835,0,0.286119,5.55,0.6085291129034922,1.067729565398203,19.76609421451883,402.9863441432185,0.4179850401456034,1.717474090650803,203.2544790124766,0.8933305190908865,0
19.9,0.2783267681,0.6223575734,16.5382492667,0.3724623296,0,0.00632801,5.118,0.2001586683140727,1.225054256082759,23.76674096359197,495.2579002937377,0.9798490275727472,1.470259484592771,196.5243824380092,0.7268940077209951,1
27.4,0.0088014652,0.0196806745,7.3391408326,0.071064889,7,0.00184403,5.435,0.2216354711934581,1.149622484484153,7.430785914533306,450.2267560674101,0.894825363440914,1.404419605527393,144.1965902347316,0.7995970811341543,0
23.9,0.04411182,0.0986370281,10.5995937061,0.3935150166,5,0.110326,4.698,0.2254849824771856,1.408325755715618,8.113962312011777,610.4542330459966,1.090769447365912,1.725882064065323,164.561870327472,0.589724799193709,0
26.9,0.0110803882,0.0247765013,22.8246286413,0.4729642584,7,0.00602602,6.938,0.2997332703803507,0.8416315805242635,10.27694002800109,282.0210086909677,0.5893665944383424,1.093896566610185,87.3399513801906,1.276500646781531,0
21.424,0.1379605689,0.3084892103,20.3742223265,0.2243809656,6,0.0890355,4.955,0.1478846210086852,1.235912132943166,39.40701510140626,501.8568085276265,1.05313973556283,1.418684530323502,90.33855226043312,0.7173360884675185,0
17.3,0.9216265485,2.0608196123,22.9603499373,0.086732912,0,0.0591071,3.12,0.7766438887734538,2.26319603381811,9.064507173740576,1243.602787733987,0.5054986650569561,4.020893402579265,191.4543290913346,0.2894814996804316,0
26.5,0.0133215567,0.0297879063,7.5164621883,0.2360511039,1,0.00576149,6.132,0.01394849751423765,0.988667858326567,4.320908199813253,359.0658068186285,0.9748774271622922,1.002458289490842,58.24402434197092,1.00260173250594,0
18.8,0.4619074603,1.0328564805,21.5347344882,0.4674758318,1,0.264451,3.214,0.4445997797497422,2.250574629195569,40.07490632410602,1233.214308376651,1.249969644744861,3.251179613646277,217.6120228280012,0.2919200641402612,0
28.15,0.0062309602,0.0139328506,13.5922329378,0.3228583667,4,4.42295e-05,5.916,0.1458940283310568,1.033210407631443,3.174319580769291,383.6026380708879,0.8824711791485181,1.183949636114367,224.3796113696917,0.9384711268160616,0
20.8,0.1838886721,0.411187571,8.1878859535,0.3826167269,2,0.0497576,5.797,0.2962061287988718,1.052079402640927,7.906473496389842,394.1587791697582,0.7404470355956286,1.363711769686226,109.0655767033018,0.9133375152985072,1
25.6,0.0201629919,0.0450858206,14.0912031607,0.2689702852,7,0.024568,6.797,0.1986104067958223,0.8633230890356343,15.29060134113289,292.993820551631,0.691858139126041,1.034788038945228,197.2654367936369,1.228694855482665,0
25.4,0.022108281,0.0494356193,11.1995010545,0.2328691339,5,0.0053862,6.79,0.177454625327355,0.8693364318543375,1.86779849136472,296.0603493553376,0.7150686610562064,1.023604202652469,114.0409109070574,1.21596830100312,0
19.4,0.3503926411,0.7835017643,9.3048655227,0.0362417486,1,0.0215286,5.768,0.1290438595815365,1.061197120692007,15.08972042172532,399.2937581924141,0.924256148461097,1.198138092922917,301.4816144786948,0.9015918546528368,1
21.0,0.1677084622,0.3750075218,26.0538805106,0.4006429748,1,0.175606,4.38,0.5458440282992364,1.487152224729361,10.42495328796337,662.4171450359277,0.6753990636889152,2.298905385769806,144.331764664412,0.543464194273647,0
20.9,0.1756123185,0.3926810818,19.2686125665,0.4392369614,0,0.0337336,5.148,0.523263108804333,1.182148764701506,23.27720540354022,469.4686819583911,0.5635739270145939,1.800723602388418,164.4894216808606,0.7668243140272065,1
19.4,0.3503926411,0.7835017643,9.3048655241,0.0362417486,1,0.020437,5.768,0.1290153472152782,1.061191066459368,15.0900047631558,399.2903411827814,0.924281132558361,1.198101000360374,121.790814642756,0.9015995702115028,1
18.9,0.4411182,0.9863702813,14.3425306846,0.2269234082,0,0.00433054,3.539,0.5324847482604941,2.10401812174821,8.168524524209124,1114.737576501411,0.9836605618535968,3.224375681642823,104.1327876318541,0.322945962878416,1
24.0,0.0421264611,0.0941976306,10.8435350851,0.3079150576,3,0.0666464,6.379,0.2473747528584077,0.9352170073812008,7.028450269921951,330.3444547300045,0.7038679313112967,1.166566083451105,247.60414775645,1.089771584918032,0
21.494,0.1335841639,0.2987032712,15.6786970401,0.1947745932,5,0.0739088,6.696,0.3838850579102436,0.8740622180160318,10.8683759590036,298.4777407624754,0.5385227928357914,1.209601643196272,38.2553300025332,1.206120091502847,0
17.4,0.8801465209,1.9680674509,36.9027872256,0.3090826956,0,0.0508661,3.58,0.5639780444598699,1.723590507735431,53.82827282376167,826.5127687372666,0.7515233037332082,2.695657711737653,325.3972971861633,0.4355649587241131,0
22.1,0.1010543415,0.2259643771,15.7970850712,0.1834604628,0,0.0549144,5.293,0.1538369907726766,1.157817149428843,31.0424516089619,455.0492405086502,0.9797020432957112,1.335932255561975,267.2300401028926,0.7911231751482434,0
21.6,0.1272198785,0.2844722965,20.2894533769,0.2034854101,0,0.0812573,5.01,0.4765100329390353,1.253468714046949,5.80092536793395,512.5882832519676,0.6561782958283874,1.850759132265511,281.3684518532314,0.7023180430814464,0
20.5,0.2111324448,0.4721064988,19.8548506193,0.1496882423,1,0.117551,6.468,0.526542700061064,0.8963389405575244,20.13021458154914,309.9608358537071,0.424378214626492,1.368299666488557,27.86736522773487,1.161437053840925,0
21.0,0.1677084622,0.3750075218,24.7182552115,0.3425756907,2,0.00215466,4.092,0.5332462604352894,1.653696612656535,7.502275135786705,776.7516457501827,0.7718690780629323,2.535524147250137,153.2259944718528,0.4634686028277596,1
22.2,0.096506147,0.2157943048,11.3966022742,0.2338387796,1,0.0499383,5.512,0.4988696932157258,1.100327266788939,10.78773208277203,421.5812038217386,0.5514073407690427,1.649247192808834,165.1195034118488,0.8539280137171922,0
20.6,0.2016299194,0.4508582062,15.4554198905,0.1096739132,7,0.0947896,4.044,0.4908497989594158,1.661650553101948,22.1301664250267,782.3624022975998,0.8460297131710548,2.477271393032841,170.8032501941032,0.4601448113339436,0
24.4,0.0350392641,0.0783501764,14.6851764215,0.3870564736,0,0.021176,5.17,0.1896829317424602,1.233608012173821,5.565071112894867,500.4540394052879,0.9996136278037018,1.46760239654394,121.6788610599896,0.7193467764348634,0
18.8,0.4619074603,1.0328564805,19.5361708097,0.346919794,2,0.0613713,3.232,0.591282535960133,2.269587545102286,28.17732240810394,1248.874609320113,0.9276200658506738,3.611555024353899,189.5306371002728,0.2882595236650571,0
25.8,0.0183888672,0.0411187571,4.8238986328,0.4017865719,6,0.00120536,4.769,0.3500664333192877,1.365936091394591,0.6544971567741348,583.1012834449405,0.887767715737998,1.844104467051184,313.2636057069759,0.617388454151796,0
24.3,0.0366906138,0.0820427065,11.5082485302,0.0258608669,7,0.0222117,5.054,0.202625295607249,1.253655419096375,20.00369553323626,512.7028130962499,0.9996331192123424,1.507677718980407,285.6728098139616,0.7021611561402084,0
19.6,0.3195618867,0.7145621017,18.3327339774,0.355113415,0,0.0142281,5.208,0.2348032024240591,1.187057031586828,27.42819291107595,472.395556943907,0.9083322391102432,1.465781824063413,349.2002761211894,0.7620732132388514,1
26.2,0.0152951935,0.0342010925,7.9263615697,0.1628003234,6,0.00634687,5.537,0.1197566329200361,1.126601949757105,6.507326870768589,436.7713817183259,0.9916838936130462,1.261520005901163,301.1588142652097,0.8242298261019404,0
20.8,0.1838886721,0.411187571,19.6672789686,0.3665254682,1,0.113249,6.447,0.2991539178730141,0.912717016736762,21.03334897898406,318.4950216186122,0.6396741452705902,1.185759888202933,278.3844048313936,1.130315940796992,0
19.6,0.3195618867,0.7145621017,18.3327075668,0.3551124243,0,0.014981,5.208,0.2347705612442139,1.18707590311588,27.42934756970816,472.4068220242749,0.9083854271018824,1.465766379129877,141.6139706740252,0.7620550407324583,1
20.616,0.2001497153,0.447548369,17.4813559273,0.3236887064,5,0.317486,5.612,0.4054789391223797,1.062613440594973,29.97955176309085,400.0933971167236,0.6317460700053416,1.493480811184605,194.9409036905404,0.8997899055429133,0
17.5,0.8405334021,1.8794898244,16.1254927357,0.3009671033,0,0.0636542,3.367,0.5484018822965251,2.306718529428724,3.246143241153584,1279.647443089683,1.041709745961739,3.571727312895709,112.3129187151667,0.2813274874607551,0
22.0,0.1058168859,0.2366137501,13.4752350082,0.0656199111,7,0.0589302,5.364,0.30977234666475,1.150231297936064,20.01862819566331,450.5844479129489,0.7939214495671685,1.50654114630496,318.6663283583578,0.7989623291870707,0
23.0,0.0667659413,0.1492931834,4.3317191588,0.0942749026,5,0.0949569,4.633,0.2318209307064729,1.438387666344343,7.096661497807136,630.1041683088879,1.104939298815686,1.771836033873,309.8889442894267,0.5713341033216619,0
21.5,0.1332155667,0.2978790628,16.9382989689,0.30841203,4,0.0738937,3.5,0.5261474187914922,2.161978055705668,4.440911302351275,1161.11530358446,1.024458882212282,3.299497229199053,348.3639762732325,0.3100467273910263,0
16.5,1.332155667,2.978790628,13.1145420116,0.046096606,0,0.0436453,7.557,0.3399797159866457,0.7531844336406677,24.9272962782371,238.7538758060025,0.4971170038059509,1.009251863475384,204.1265053446825,1.507828925434974,1
20.2,0.2424124811,0.5420507863,11.0655789028,0.4891910301,0,0.0270542,5.556,0.4614920351674892,1.087142228849047,18.2835214315469,414.0263438840223,0.5854347491409798,1.588849708557113,310.1782421031937,0.8695098882423862,1
27.1,0.0101054342,0.0225964377,12.5521761782,0.1217900305,1,0.00108035,6.997,0.3884472788369994,0.830728067890893,5.059664077001305,276.5583358674995,0.5080340104651575,1.153422125316629,338.7787406603182,1.301714514844629,0
27.2,0.0096506147,0.0215794305,12.5265347443,0.373472573,7,0.00396247,6.385,0.3601241569688025,0.9297454068141836,0.4952217100602064,327.4496187621624,0.5949216259896094,1.264569187638758,281.3559795432977,1.099405769232182,0
21.571,0.1289302951,0.2882969041,12.8353276218,0.3169188022,5,0.119136,4.491,0.294842973658921,1.498548586522003,6.801303325578496,670.0460779441441,1.056712065099482,1.940385107944523,19.03910493734082,0.5372764826928963,0
18.7,0.4836764882,1.0815335068,24.3634556187,0.4537824533,0,0.00197078,4.054,0.4921266252859243,1.694978563392385,7.83911684920814,806.0180023830769,0.8608344830581066,2.529122643726664,36.11013318463239,0.4466401481550315,1
20.6,0.2016299194,0.4508582062,8.9531690586,0.1383051498,0,0.0355235,6.454,0.4120948370750944,0.9138520280653584,5.208499321631484,319.0893040944803,0.53725832544902,1.290445730681697,330.2984546084541,1.128210802996412,1
18.1,0.6376097899,1.4257388333,15.5946377133,0.3871723975,0,0.243876,3.776,0.3929044048426266,1.90717825097135,19.80151512180682,962.0227781647918,1.15783951534465,2.656516986598051,138.6044236764724,0.3742115136678531,0
19.5,0.3346223745,0.7482383761,31.6077353288,0.4129162592,0,0.00803028,3.594,0.5374951507131843,1.854462055451618,38.50091552904151,922.4128707956812,0.8576976934647692,2.851226417438468,264.9401353771952,0.3902807640676793,1
18.7,0.4836764882,1.0815335068,32.1814057516,0.2381173175,0,0.22291,5.289,0.790756960368756,1.064507657848714,43.56115448362104,401.1636849031553,0.2227408180390012,1.906274497658426,18.81210234352095,0.897389304036599,0
18.7,0.4836764882,1.0815335068,32.1814058882,0.2381172941,0,0.22291,5.289,0.7907569689137183,1.064507658028576,43.56115504220871,401.1636850048279,0.2227408089804583,1.906274507076694,18.8121029128578,0.8973893038091608,0
20.1,0.2538370294,0.5675968529,18.5175254845,0.32111022,0,0.14088,4.574,0.2476966426679784,1.376451096446346,37.22407108829239,589.8473138359883,1.035508781059929,1.717393411832764,324.3908879648891,0.6103274382293802,0
20.1,0.2538370294,0.5675968529,31.1285563305,0.4797684445,1,0.00799405,3.918,0.6073127022277187,1.73386919363144,0.9209450537747632,833.9171826189519,0.6808684083377344,2.786869978925145,265.8872187409405,0.4316975444364929,1
20.2,0.2424124811,0.5420507863,18.5175194475,0.3211118286,0,0.141147,4.574,0.2476471761427561,1.376501611527481,37.22279206579987,589.8797847952184,1.035614874476747,1.717388348578214,208.5269511313089,0.610293841693485,0
19.7,0.3051792326,0.6824015094,26.347867125,0.3719103572,1,0.200346,3.568,0.4364161676008859,1.895561584856526,40.75589995690742,953.2466221849488,1.06830786254198,2.722815307171073,158.0760770160067,0.3776567276733059,0
16.7,1.214940408,2.7166893409,20.2917992454,0.4068983202,0,0.256265,3.427,0.707411422929393,2.016449150650885,15.95128044364067,1045.873933196462,0.5899899877241765,3.442908313577593,255.4052559846539,0.3442097451456186,0
17.9,0.6991252322,1.5632915441,15.3422196651,0.4432989827,0,0.0451383,5.169,0.2780787999190192,1.189569735081815,30.1225406141259,473.8962656558362,0.8587756107302781,1.520363859433351,308.879960955237,0.759659921569096,1
23.7,0.0483676488,0.1081533507,9.8307494523,0.3266999354,6,0.0752783,6.424,0.222717159391895,0.9253650074475226,13.08284558438967,325.1382290472969,0.7192703415881505,1.131459673306895,325.6108650727421,1.107221384132076,0
20.3,0.2315021222,0.5176544822,15.4140722175,0.4815542488,2,0.0449381,7.609,0.2710734108752346,0.7521531361361501,19.1976308267857,238.2636732212871,0.5482644200232192,0.956041852249081,296.4561445080394,1.510931125726625,1
20.7,0.1925550782,0.4305662442,14.6993080325,0.29796017,0,0.143015,4.911,0.249441069304206,1.310034736062646,14.97551130247512,547.6746555831121,0.983258270673526,1.636811201451766,217.173539820518,0.6573245563403077,0
17.5,0.8405334021,1.8794898244,21.255850666,0.305244776,0,0.0197173,3.356,0.5749602982938385,2.237486605660774,16.14284854240449,1222.472485465145,0.9510206394415868,3.52395257187996,226.7028231177015,0.2944851555190803,1
20.3,0.2315021222,0.5176544822,19.8486346,0.4835802625,0,0.122189,4.593,0.2568069943428223,1.367546504692949,37.36069360524818,584.1327857113762,1.016350997198721,1.718742012187178,221.1766293872037,0.6162982267149756,0
24.1,0.040230458,0.0899580388,9.509879717,0.0391035086,6,0.00335624,6.997,0.4073193079080165,0.8301293866516695,1.914256662040002,276.259428572244,0.4920016594066053,1.168257113896734,312.2502959502082,1.303122944474842,0
22.0,0.1058168859,0.2366137501,16.0610662796,0.49007135,1,0.013789,6.449,0.5146651431643737,0.9061444567592144,8.805309986974386,315.0609541635102,0.4397834901936297,1.372505423324799,238.5895014705892,1.142636036749788,1
27.8,0.0073207399,0.016369672,20.4844542549,0.4468810567,6,0.00229906,4.988,0.2969169445501015,1.288215731785637,3.648952368735195,534.0492685781778,0.9057226527824724,1.670708810788801,330.3027265993828,0.6740951091618258,0
25.8,0.0183888672,0.0411187571,19.5349282417,0.3657815359,6,0.0041285,4.906,0.3142290572731071,1.27714625028094,27.79521315206508,527.1805462948607,0.8758297880552768,1.678462712506604,128.0888492709682,0.6828780055147295,0
20.5,0.2111324448,0.4721064988,13.2016603762,0.4471106486,1,0.154706,6.085,0.5405178023526714,0.968377581781579,11.22419547692227,348.0691375405533,0.4449522594294055,1.491802904133752,266.010279771211,1.034277277622917,0
21.0,0.1677084622,0.3750075218,24.3675548124,0.4305940289,2,0.164167,5.751,0.5920637249101245,1.02204832684398,22.48814425873502,377.4031965581878,0.416930587414573,1.627166066273388,75.87228480396955,0.9538869921693824,0
20.5,0.2111324448,0.4721064988,14.2479431871,0.2004270484,2,0.0640277,6.754,0.247892802415425,0.8692400532428961,14.07363263320681,296.0111168140606,0.6537617004727814,1.084718406013011,179.9242659581224,1.216170540737272,0
26.5,0.0133215567,0.0297879063,15.4970037958,0.2905427237,7,0.0200872,6.076,0.1944668036041747,0.9928418174587028,12.93289524955619,361.342061746365,0.7997670427329493,1.185916592184456,169.3102929035901,0.9962858966933468,0
19.2,0.3841978911,0.8590926012,19.8851596295,0.2243627035,2,0.180276,3.715,0.6364788257474345,1.847854685254643,12.09591999913569,917.4874872415662,0.6717343050318725,3.023975065477413,262.1602701720379,0.3923759233843537,0
18.3,0.5815070396,1.30028927,3.6316313291,0.2472571042,0,0.120423,4.57,0.275645195703379,1.461599740800429,7.559173999677165,645.4180588904653,1.058716794207486,1.864482687393371,137.6282212657402,0.5577780092160328,0
18.8,0.4619074603,1.0328564805,10.6702066978,0.4722746294,0,0.236062,4.729,0.1843426617058004,1.373675245828435,21.21089365186563,588.0639207296055,1.120448294693052,1.626902196963819,329.0904802207054,0.6121783488321326,0
24.7,0.0305179233,0.0682401509,19.6482727113,0.471608977,3,0.0285671,5.865,0.2030510455908618,1.042607694139675,4.22223501558565,388.8479513605899,0.8309051117035368,1.254310276575814,192.950326389245,0.9258117440000644,0
24.4,0.0350392641,0.0783501764,15.8283192329,0.334093393,6,0.00908397,7.176,0.3623412818111571,0.8045111682670718,14.95651571067213,263.5703437193372,0.5130035603257895,1.096018776208354,315.9645924472466,1.3658592803724,0
21.2,0.1529519353,0.3420109247,12.8466218044,0.4207401538,1,0.138005,5.122,0.1727505558584062,1.220779402862681,25.78403060537174,492.667843429631,1.00988908243766,1.431669723287702,217.4920487687966,0.7307154400293628,0
19.3,0.3669061375,0.8204270649,20.9869210498,0.4807633153,1,0.0261387,4.943,0.2453492870265468,1.249949556315622,34.84177629327663,510.4311345016312,0.943275323854436,1.556623788776809,275.7103214581483,0.705286131010587,1
18.2,0.6089126221,1.3615700154,13.640816033,0.1758123327,4,0.183099,2.929,0.5866239297757432,2.857746915166375,22.63213585239608,1764.550425924801,1.181324189486969,4.534169640845781,204.6427292680379,0.2040179723463125,0
25.0,0.02658,0.0594346868,1.4444125634,0.1119722051,4,0.0448509,5.397,0.1084151637830949,1.167829548918546,2.294234819308754,460.9646442514971,1.041219117101804,1.294439980735288,101.827874625062,0.7809709583791595,0
19.3,0.3669061375,0.8204270649,20.9868479851,0.4807602648,0,0.0287566,4.943,0.2453827326983622,1.249866955593947,34.8408230892633,510.380538919628,0.943171186520922,1.556562724666972,197.8474532414083,0.7053560481793584,1
23.0,0.0667659413,0.1492931834,12.1994444643,0.3438678419,6,0.0896811,4.56,0.311335293033921,1.452642086480584,13.21059097460447,639.4938330035889,1.000383336812745,1.904900836148423,178.021335305533,0.5629452254592417,0
19.9,0.2783267681,0.6223575734,21.8235957809,0.4392163425,2,0.0703769,3.725,0.6904175453451732,1.810032265391183,4.629447663932813,889.4630303796989,0.5603542317242395,3.059710299058127,7.126982341285601,0.4047385756396432,0
19.5,0.3346223745,0.7482383761,15.5196895769,0.427378053,0,0.229332,5.34,0.5542303362728849,1.122247254074884,24.46689441089036,434.241427872221,0.5002637810676391,1.744230727082128,256.2265857999162,0.829031909193917,0
24.8,0.0291443905,0.0651688382,5.7721969184,0.4039159222,5,0.0378689,5.004,0.1889226522509931,1.292702072996871,0.9766283120282108,536.8415167885923,1.048481368795945,1.536922777197796,88.08560386672828,0.6705889703790694,0
26.692,0.0121942467,0.0272671645,5.985693748,0.2007966444,3,0.00138825,6.015,0.2640538859757104,1.007138471483015,1.811674081309308,369.1749337279458,0.7411996443722877,1.273077298593743,87.30597168123131,0.9751474629241564,0
